pattern_id,sport,market_type,source_combo,current_tier_if_known,n,wins,losses,pushes,win_rate,wilson_lower,units,roi,confidence_bucket,audit_flag,proposed_policy,proposed_reason,manual_decision,manual_note
NBA|action|juicereel_nukethebooks|juicereel_sxebets|moneyline,NBA,moneyline,action|juicereel_nukethebooks|juicereel_sxebets,,2,1,1,0,0.5,0.0945,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|juicereel_nukethebooks|oddstrader|player_prop,NBA,player_prop,betql|juicereel_nukethebooks|oddstrader,,2,0,2,0,0.0,0.0,-2.19,-1.095,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|bettingpros_experts|oddstrader|sportsline|total,NBA,total,betql|bettingpros_experts|oddstrader|sportsline,,2,2,0,0,1.0,0.3424,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|bettingpros_experts|dimers|total,NBA,total,betql|bettingpros_experts|dimers,,2,2,0,0,1.0,0.3424,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|bettingpros_experts|oddstrader|total,NBA,total,action|betql|bettingpros_experts|oddstrader,,2,0,2,0,0.0,0.0,-2.02,-1.01,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|bettingpros_experts|sportsline|spread,NBA,spread,action|betql|bettingpros_experts|sportsline,,2,0,2,0,0.0,0.0,-2.05,-1.025,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|dimers|juicereel_sxebets|total,NBA,total,action|dimers|juicereel_sxebets,,2,0,2,0,0.0,0.0,-2.03,-1.015,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|oddstrader|vegasinsider|spread,NBA,spread,betql|oddstrader|vegasinsider,,2,2,0,0,1.0,0.3424,0.97,0.971,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_experts|vegasinsider|total,NBA,total,action|bettingpros_experts|vegasinsider,,2,2,0,0,1.0,0.3424,0.91,0.908,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|covers|oddstrader|moneyline,NBA,moneyline,action|covers|oddstrader,,2,2,0,0,1.0,0.3424,1.07,1.069,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|dimers|juicereel_sxebets|oddstrader|vegasinsider|total,NBA,total,action|dimers|juicereel_sxebets|oddstrader|vegasinsider,,2,0,2,0,0.0,0.0,-2.05,-1.025,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|bettingpros_experts|dimers|oddstrader|total,NBA,total,action|betql|bettingpros_experts|dimers|oddstrader,,2,2,0,0,1.0,0.3424,0.97,0.971,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros|bettingpros_experts|oddstrader|total,NBA,total,bettingpros|bettingpros_experts|oddstrader,,2,1,1,0,0.5,0.0945,-0.1,-0.052,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros|bettingpros_experts|spread,NBA,spread,action|bettingpros|bettingpros_experts,,2,2,0,0,1.0,0.3424,0.95,0.946,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros|moneyline,NBA,moneyline,bettingpros,,2,1,1,0,0.5,0.0945,0.58,0.288,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|dimers|player_prop,NBA,player_prop,action|dimers,,2,2,0,0,1.0,0.3424,1.0,1.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|covers|oddstrader|total,NBA,total,bettingpros_experts|covers|oddstrader,,2,0,2,0,0.0,0.0,-2.03,-1.015,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_5star|bettingpros_experts|oddstrader|moneyline,NBA,moneyline,bettingpros_5star|bettingpros_experts|oddstrader,,2,1,1,0,0.5,0.0945,0.85,0.4235,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_experts|juicereel_nukethebooks|total,NBA,total,action|bettingpros_experts|juicereel_nukethebooks,,2,0,2,0,0.0,0.0,-2.39,-1.195,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|covers|oddstrader|vegasinsider|spread,NBA,spread,bettingpros_experts|covers|oddstrader|vegasinsider,,2,2,0,0,1.0,0.3424,1.94,0.968,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_experts|dimers|oddstrader|spread,NBA,spread,action|bettingpros_experts|dimers|oddstrader,,2,1,1,0,0.5,0.0945,-0.46,-0.2285,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|dimers|oddstrader|total,NBA,total,bettingpros_experts|dimers|oddstrader,,2,0,2,0,0.0,0.0,-2.08,-1.04,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|juicereel_nukethebooks|spread,NBA,spread,juicereel_nukethebooks,,2,0,2,0,0.0,0.0,-2.07,-1.035,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|covers|oddstrader|sportsline|player_prop,NBA,player_prop,covers|oddstrader|sportsline,,2,1,1,0,0.5,0.0945,-0.09,-0.045,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|covers|sportsline|spread,NBA,spread,action|betql|covers|sportsline,,2,0,2,0,0.0,0.0,-2.07,-1.035,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_experts|oddstrader|total,NBA,total,action|bettingpros_experts|oddstrader,,2,0,2,0,0.0,0.0,-2.03,-1.015,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|sportsline|vegasinsider|player_prop,NBA,player_prop,sportsline|vegasinsider,,2,2,0,0,1.0,0.3424,1.78,0.8885,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|juicereel_nukethebooks|total,NBA,total,action|betql|juicereel_nukethebooks,,2,2,0,0,1.0,0.3424,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|covers|sportsline|vegasinsider|spread,NBA,spread,bettingpros_experts|covers|sportsline|vegasinsider,,2,2,0,0,1.0,0.3424,1.94,0.9725,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|covers|sportsline|spread,NBA,spread,covers|sportsline,,2,2,0,0,1.0,0.3424,0.92,0.915,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|dimers|oddstrader|sportsline|moneyline,NBA,moneyline,bettingpros_experts|dimers|oddstrader|sportsline,,2,2,0,0,1.0,0.3424,1.62,0.8115,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|bettingpros_experts|vegasinsider|spread,NBA,spread,betql|bettingpros_experts|vegasinsider,,2,1,1,0,0.5,0.0945,0.36,0.1825,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|juicereel_sxebets|player_prop,NBA,player_prop,action|betql|juicereel_sxebets,,2,1,1,0,0.5,0.0945,0.84,0.42,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_experts|covers|total,NBA,total,action|bettingpros_experts|covers,,2,0,2,0,0.0,0.0,-2.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|covers|total,NBA,total,action|betql|covers,,2,0,2,0,0.0,0.0,-2.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|vegasinsider|player_prop,NBA,player_prop,betql|vegasinsider,,2,2,0,0,1.0,0.3424,1.98,0.99,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|bettingpros_experts|oddstrader|vegasinsider|spread,NBA,spread,betql|bettingpros_experts|oddstrader|vegasinsider,,2,2,0,0,1.0,0.3424,1.96,0.9775,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|juicereel_unitvacuum|spread,NBA,spread,action|betql|juicereel_unitvacuum,,2,2,0,0,1.0,0.3424,1.71,1.706,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|juicereel_unitvacuum|sportsline|vegasinsider|spread,NBA,spread,juicereel_unitvacuum|sportsline|vegasinsider,,2,2,0,0,1.0,0.3424,0.92,0.915,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_5star|bettingpros_experts|oddstrader|spread,NBA,spread,bettingpros_5star|bettingpros_experts|oddstrader,,2,1,1,0,0.5,0.0945,-0.14,-0.0675,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|juicereel_unitvacuum|spread,NBA,spread,juicereel_unitvacuum,,3,2,0,1,1.0,0.3424,1.91,0.6367,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|bettingpros_experts|dimers|spread,NBA,spread,betql|bettingpros_experts|dimers,,2,0,2,0,0.0,0.0,-2.03,-1.015,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_experts|dimers|oddstrader|total,NBA,total,action|bettingpros_experts|dimers|oddstrader,,2,2,0,0,1.0,0.3424,0.85,0.846,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|dimers|juicereel_unitvacuum|oddstrader|moneyline,NBA,moneyline,dimers|juicereel_unitvacuum|oddstrader,,2,0,2,0,0.0,0.0,-1.72,-0.86,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|oddstrader|sportsline|moneyline,NBA,moneyline,action|oddstrader|sportsline,,2,2,0,0,1.0,0.3424,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|covers|oddstrader|total,NBA,total,betql|covers|oddstrader,,2,0,2,0,0.0,0.0,-2.06,-1.03,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|bettingpros_experts|covers|spread,NBA,spread,action|betql|bettingpros_experts|covers,,2,0,2,0,0.0,0.0,-2.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|dimers|sportsline|spread,NBA,spread,bettingpros_experts|dimers|sportsline,,2,1,1,0,0.5,0.0945,-0.15,-0.0735,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|vegasinsider|total,NBA,total,bettingpros_experts|vegasinsider,,2,1,1,0,0.5,0.0945,-0.12,-0.0575,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_5star|bettingpros_experts|oddstrader|vegasinsider|spread,NBA,spread,bettingpros_5star|bettingpros_experts|oddstrader|vegasinsider,,2,0,2,0,0.0,0.0,-2.08,-1.04,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|bettingpros_5star|bettingpros_experts|juicereel_nukethebooks|total,NBA,total,action|betql|bettingpros_5star|bettingpros_experts|juicereel_nukethebooks,,2,2,0,0,1.0,0.3424,0.21,0.211,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|juicereel_unitvacuum|total,NBA,total,action|betql|juicereel_unitvacuum,,2,0,2,0,0.0,0.0,-2.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|oddstrader|vegasinsider|spread,NBA,spread,bettingpros_experts|oddstrader|vegasinsider,,2,1,1,0,0.5,0.0945,-0.34,-0.1685,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_experts|covers|sportsline|moneyline,NBA,moneyline,action|bettingpros_experts|covers|sportsline,,2,2,0,0,1.0,0.3424,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|juicereel_nukethebooks|total,NBA,total,action|juicereel_nukethebooks,,3,0,2,1,0.0,0.0,-2.0,-0.6667,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_experts|covers|moneyline,NBA,moneyline,action|bettingpros_experts|covers,,2,0,2,0,0.0,0.0,-2.32,-1.16,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_experts|covers|vegasinsider|spread,NBA,spread,bettingpros_experts|covers|vegasinsider,,2,2,0,0,1.0,0.3424,1.91,0.955,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|dimers|juicereel_unitvacuum|spread,NBA,spread,dimers|juicereel_unitvacuum,,2,0,2,0,0.0,0.0,-1.9,-0.95,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|juicereel_unitvacuum|vegasinsider|total,NBA,total,action|juicereel_unitvacuum|vegasinsider,,2,0,2,0,0.0,0.0,-2.05,-1.025,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|juicereel_sxebets|sportsline|player_prop,NBA,player_prop,action|juicereel_sxebets|sportsline,,2,0,2,0,0.0,0.0,-1.93,-0.965,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|covers|dimers|oddstrader|sportsline|spread,NBA,spread,action|covers|dimers|oddstrader|sportsline,,2,0,2,0,0.0,0.0,-1.94,-0.97,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|oddstrader|vegasinsider|moneyline,NBA,moneyline,action|oddstrader|vegasinsider,,2,0,2,0,0.0,0.0,-2.09,-1.045,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|betql|covers|dimers|oddstrader|spread,NBA,spread,betql|covers|dimers|oddstrader,,2,0,2,0,0.0,0.0,-2.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|bettingpros_5star|oddstrader|total,NBA,total,bettingpros_5star|oddstrader,,2,1,1,0,0.5,0.0945,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|dimers|oddstrader|sportsline|moneyline,NBA,moneyline,dimers|oddstrader|sportsline,,2,1,1,0,0.5,0.0945,-0.46,-0.232,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|dimers|oddstrader|moneyline,NBA,moneyline,action|dimers|oddstrader,,2,2,0,0,1.0,0.3424,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|vegasinsider|player_prop,NBA,player_prop,action|vegasinsider,,2,0,2,0,0.0,0.0,-1.97,-0.985,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|oddstrader|sportsline|vegasinsider|spread,NBA,spread,action|oddstrader|sportsline|vegasinsider,,2,0,2,0,0.0,0.0,-2.05,-1.025,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_5star|sportsline|vegasinsider|spread,NBA,spread,action|bettingpros_5star|sportsline|vegasinsider,,2,0,2,0,0.0,0.0,-2.1,-1.05,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|sportsline|vegasinsider|spread,NBA,spread,action|betql|sportsline|vegasinsider,,2,2,0,0,1.0,0.3424,1.91,0.955,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|oddstrader|sportsline|vegasinsider|spread,NBA,spread,action|betql|oddstrader|sportsline|vegasinsider,,2,2,0,0,1.0,0.3424,0.95,0.955,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|bettingpros_props|sportsline|player_prop,NBA,player_prop,action|bettingpros_props|sportsline,,2,0,2,0,0.0,0.0,-1.86,-0.93,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|bettingpros_experts|oddstrader|vegasinsider|spread,NBA,spread,action|betql|bettingpros_experts|oddstrader|vegasinsider,,2,0,2,0,0.0,0.0,-1.92,-0.96,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
NBA|action|betql|covers|sportsline|vegasinsider|spread,NBA,spread,action|betql|covers|sportsline|vegasinsider,,2,0,2,0,0.0,0.0,-2.05,-1.025,insufficient_sample,low_sample,needs_more_sample,n=2 < 25,,
MLB|action|covers|sportsline|moneyline,MLB,moneyline,action|covers|sportsline,,2,0,2,0,0.0,0.0,-2.1,-1.05,insufficient_sample,mlb_immature,watchlist_only,MLB patterns not yet mature,,
MLB|action|covers|spread,MLB,spread,action|covers,,2,1,1,0,0.5,0.0945,-0.2,-0.0985,insufficient_sample,mlb_immature,watchlist_only,MLB patterns not yet mature,,
NBA|action|oddstrader|vegasinsider|player_prop,NBA,player_prop,action|oddstrader|vegasinsider,,1,1,0,0,1.0,0.2065,0.95,0.955,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|covers|dimers|oddstrader|player_prop,NBA,player_prop,betql|covers|dimers|oddstrader,,1,1,0,0,1.0,0.2065,0.97,0.971,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|betql|oddstrader|player_prop,NBA,player_prop,action|betql|oddstrader,,1,0,1,0,0.0,0.0,-1.05,-1.05,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|juicereel_nukethebooks|oddstrader|moneyline,NBA,moneyline,action|juicereel_nukethebooks|oddstrader,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|covers|sportsline|total,NBA,total,betql|covers|sportsline,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|covers|juicereel_sxebets|oddstrader|player_prop,NBA,player_prop,covers|juicereel_sxebets|oddstrader,,1,1,0,0,1.0,0.2065,0.95,0.955,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros|bettingpros_experts|dimers|vegasinsider|total,NBA,total,bettingpros|bettingpros_experts|dimers|vegasinsider,,1,1,0,0,1.0,0.2065,1.0,1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros|juicereel_nukethebooks|total,NBA,total,bettingpros|juicereel_nukethebooks,,1,0,1,0,0.0,0.0,-0.9,-0.9,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros|oddstrader|moneyline,NBA,moneyline,bettingpros|oddstrader,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros|total,NBA,total,bettingpros,,1,1,0,0,1.0,0.2065,0.95,0.955,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros|bettingpros_experts|moneyline,NBA,moneyline,bettingpros|bettingpros_experts,,1,0,1,0,0.0,0.0,-0.27,-0.27,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|covers|juicereel_nukethebooks|oddstrader|player_prop,NBA,player_prop,covers|juicereel_nukethebooks|oddstrader,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|juicereel_sxebets|spread,NBA,spread,juicereel_sxebets,,1,0,1,0,0.0,0.0,-1.02,-1.02,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|covers|juicereel_sxebets|player_prop,NBA,player_prop,action|covers|juicereel_sxebets,,1,1,0,0,1.0,0.2065,0.96,0.963,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|juicereel_sxebets|total,NBA,total,juicereel_sxebets,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|covers|total,NBA,total,betql|covers,,1,1,0,0,1.0,0.2065,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|oddstrader|vegasinsider|player_prop,NBA,player_prop,oddstrader|vegasinsider,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|betql|bettingpros_experts|covers|player_prop,NBA,player_prop,action|betql|bettingpros_experts|covers,,2,0,1,1,0.0,0.0,-0.92,-0.46,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|bettingpros_experts|juicereel_nukethebooks|player_prop,NBA,player_prop,action|bettingpros_experts|juicereel_nukethebooks,,1,0,1,0,0.0,0.0,-1.03,-1.03,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|covers|sportsline|player_prop,NBA,player_prop,betql|covers|sportsline,,1,1,0,0,1.0,0.2065,0.97,0.971,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|dimers|vegasinsider|total,NBA,total,dimers|vegasinsider,,1,1,0,0,1.0,0.2065,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|bettingpros_experts|oddstrader|spread,NBA,spread,betql|bettingpros_experts|oddstrader,,1,1,0,0,1.0,0.2065,0.95,0.955,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros_experts|oddstrader|sportsline|moneyline,NBA,moneyline,bettingpros_experts|oddstrader|sportsline,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros_experts|juicereel_unitvacuum|total,NBA,total,bettingpros_experts|juicereel_unitvacuum,,1,1,0,0,1.0,0.2065,0.38,0.377,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|betql|sportsline|vegasinsider|total,NBA,total,action|betql|sportsline|vegasinsider,,1,1,0,0,1.0,0.2065,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|sportsline|vegasinsider|total,NBA,total,sportsline|vegasinsider,,1,1,0,0,1.0,0.2065,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|covers|juicereel_nukethebooks|moneyline,NBA,moneyline,covers|juicereel_nukethebooks,,1,1,0,0,1.0,0.2065,1.21,1.209,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|juicereel_unitvacuum|total,NBA,total,juicereel_unitvacuum,,1,1,0,0,1.0,0.2065,0.95,0.955,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros_experts|covers|moneyline,NBA,moneyline,bettingpros_experts|covers,,1,1,0,0,1.0,0.2065,0.87,0.869,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|bettingpros_5star|dimers|oddstrader|total,NBA,total,betql|bettingpros_5star|dimers|oddstrader,,1,1,0,0,1.0,0.2065,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|betql|dimers|oddstrader|total,NBA,total,action|betql|dimers|oddstrader,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|dimers|oddstrader|sportsline|spread,NBA,spread,dimers|oddstrader|sportsline,,1,1,0,0,1.0,0.2065,0.95,0.946,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|dimers|oddstrader|sportsline|moneyline,NBA,moneyline,action|dimers|oddstrader|sportsline,,1,1,0,0,1.0,0.2065,0.87,0.869,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|covers|oddstrader|spread,NBA,spread,covers|oddstrader,,1,1,0,0,1.0,0.2065,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|bettingpros_experts|dimers|oddstrader|sportsline|spread,NBA,spread,betql|bettingpros_experts|dimers|oddstrader|sportsline,,1,0,1,0,0.0,0.0,-1.05,-1.05,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|covers|sportsline|vegasinsider|spread,NBA,spread,covers|sportsline|vegasinsider,,1,1,0,0,1.0,0.2065,0.95,0.955,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|sportsline|vegasinsider|spread,NBA,spread,betql|sportsline|vegasinsider,,1,1,0,0,1.0,0.2065,0.95,0.955,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|sportsline|1st_half_spread,NBA,1st_half_spread,sportsline,,1,0,1,0,0.0,0.0,-1.04,-1.04,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|covers|sportsline|spread,NBA,spread,betql|covers|sportsline,,1,1,0,0,1.0,0.2065,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|oddstrader|sportsline|total,NBA,total,oddstrader|sportsline,,1,0,1,0,0.0,0.0,-1.05,-1.05,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|betql|oddstrader|vegasinsider|total,NBA,total,betql|oddstrader|vegasinsider,,1,0,1,0,0.0,0.0,-1.0,-1.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|bettingpros_props|dimers|player_prop,NBA,player_prop,bettingpros_props|dimers,,1,0,1,0,0.0,0.0,-0.96,-0.96,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|bettingpros_5star|total,NBA,total,action|bettingpros_5star,,1,0,1,0,0.0,0.0,-1.02,-1.02,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|covers|sportsline|player_prop,NBA,player_prop,action|covers|sportsline,,1,1,0,0,1.0,0.2065,1.13,1.126,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|oddstrader|vegasinsider|total,NBA,total,action|oddstrader|vegasinsider,,1,1,0,0,1.0,0.2065,0.0,0.0,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|betql|sportsline|total,NBA,total,action|betql|sportsline,,1,0,1,0,0.0,0.0,-1.05,-1.05,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
NBA|action|betql|vegasinsider|player_prop,NBA,player_prop,action|betql|vegasinsider,,1,1,0,0,1.0,0.2065,0.97,0.971,insufficient_sample,low_sample,needs_more_sample,n=1 < 25,,
